airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,route,duration_category,price
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.08,25,Bangalore → Kolkata,Long (6-12h),60508
Air_India,AI-669,Mumbai,Morning,two_or_more,Afternoon,Bangalore,Economy,24.5,5,Mumbai → Bangalore,Very Long (>12h),14766
Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,25.58,27,Kolkata → Chennai,Very Long (>12h),15374
Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.5,34,Bangalore → Mumbai,Long (6-12h),6568
AirAsia,I5-338,Mumbai,Night,one,Morning,Hyderabad,Economy,12.58,47,Mumbai → Hyderabad,Very Long (>12h),2105
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.67,48,Mumbai → Kolkata,Very Long (>12h),62045
Vistara,UK-774,Kolkata,Night,zero,Night,Mumbai,Economy,2.92,47,Kolkata → Mumbai,Short (<3h),4499
Vistara,UK-899,Delhi,Afternoon,one,Night,Mumbai,Economy,8.25,26,Delhi → Mumbai,Long (6-12h),5227
Air_India,AI-774,Mumbai,Night,one,Afternoon,Delhi,Economy,16.0,12,Mumbai → Delhi,Very Long (>12h),12978
Vistara,UK-812,Bangalore,Morning,one,Night,Chennai,Economy,10.5,46,Bangalore → Chennai,Long (6-12h),6510
GO_FIRST,G8-319,Mumbai,Morning,zero,Afternoon,Delhi,Economy,2.25,42,Mumbai → Delhi,Short (<3h),2339
Air_India,AI-607,Mumbai,Evening,zero,Evening,Bangalore,Business,1.75,25,Mumbai → Bangalore,Short (<3h),20684
Air_India,AI-774,Mumbai,Night,one,Night,Delhi,Economy,24.0,26,Mumbai → Delhi,Very Long (>12h),5269
Air_India,AI-804,Bangalore,Early_Morning,zero,Morning,Delhi,Economy,2.75,42,Bangalore → Delhi,Short (<3h),4491
Vistara,UK-860,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.25,42,Hyderabad → Mumbai,Very Long (>12h),4416
Air_India,AI-538,Chennai,Night,one,Evening,Kolkata,Economy,22.25,44,Chennai → Kolkata,Very Long (>12h),6307
Vistara,UK-854,Bangalore,Evening,one,Morning,Kolkata,Business,15.25,44,Bangalore → Kolkata,Very Long (>12h),51817
Vistara,UK-825,Mumbai,Morning,zero,Morning,Chennai,Economy,2.08,4,Mumbai → Chennai,Short (<3h),7518
Indigo,6E-2005,Delhi,Morning,one,Night,Chennai,Economy,10.42,34,Delhi → Chennai,Long (6-12h),3389
Air_India,AI-539,Chennai,Evening,one,Afternoon,Kolkata,Business,21.5,25,Chennai → Kolkata,Very Long (>12h),55377
Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Business,13.83,8,Delhi → Kolkata,Very Long (>12h),73369
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,27,Bangalore → Kolkata,Long (6-12h),8112
Air_India,AI-402,Kolkata,Morning,one,Night,Mumbai,Economy,10.83,18,Kolkata → Mumbai,Long (6-12h),6363
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,25,Kolkata → Mumbai,Long (6-12h),5888
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,12.33,47,Mumbai → Hyderabad,Very Long (>12h),60365
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Chennai,Business,13.33,5,Mumbai → Chennai,Very Long (>12h),69407
Vistara,UK-996,Mumbai,Evening,one,Afternoon,Hyderabad,Economy,18.08,2,Mumbai → Hyderabad,Very Long (>12h),11664
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.25,8,Bangalore → Mumbai,Long (6-12h),5177
Air_India,AI-806,Mumbai,Early_Morning,one,Evening,Bangalore,Business,8.25,45,Mumbai → Bangalore,Long (6-12h),54608
Vistara,UK-818,Bangalore,Evening,one,Evening,Hyderabad,Business,24.25,30,Bangalore → Hyderabad,Very Long (>12h),63163
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Hyderabad,Business,14.92,27,Bangalore → Hyderabad,Very Long (>12h),56588
Air_India,AI-539,Chennai,Evening,one,Afternoon,Bangalore,Economy,19.5,22,Chennai → Bangalore,Very Long (>12h),6623
Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Business,2.42,9,Kolkata → Delhi,Short (<3h),28510
Vistara,UK-706,Kolkata,Morning,two_or_more,Morning,Chennai,Economy,25.58,12,Kolkata → Chennai,Very Long (>12h),21923
Vistara,UK-940,Mumbai,Evening,one,Morning,Kolkata,Economy,13.83,10,Mumbai → Kolkata,Very Long (>12h),10058
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Business,17.5,27,Mumbai → Bangalore,Very Long (>12h),54608
AirAsia,I5-517,Chennai,Morning,one,Afternoon,Kolkata,Economy,3.75,3,Chennai → Kolkata,Medium (3-6h),21364
GO_FIRST,G8-323,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,8,Delhi → Mumbai,Short (<3h),5954
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,8.58,42,Bangalore → Mumbai,Long (6-12h),69244
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Hyderabad,Economy,9.92,49,Chennai → Hyderabad,Long (6-12h),4086
Indigo,6E-5214,Mumbai,Morning,one,Evening,Chennai,Economy,5.08,39,Mumbai → Chennai,Medium (3-6h),1890
Vistara,UK-963,Delhi,Morning,one,Night,Bangalore,Business,14.0,15,Delhi → Bangalore,Very Long (>12h),57017
Vistara,UK-866,Bangalore,Night,one,Afternoon,Hyderabad,Economy,14.58,35,Bangalore → Hyderabad,Very Long (>12h),5322
Air_India,AI-9720,Kolkata,Early_Morning,two_or_more,Evening,Hyderabad,Economy,12.0,6,Kolkata → Hyderabad,Long (6-12h),14364
Vistara,UK-864,Bangalore,Evening,one,Evening,Chennai,Business,24.92,18,Bangalore → Chennai,Very Long (>12h),49992
Indigo,6E-893,Kolkata,Morning,one,Afternoon,Chennai,Economy,6.0,34,Kolkata → Chennai,Medium (3-6h),4170
Vistara,UK-950,Mumbai,Night,one,Night,Chennai,Business,22.33,23,Mumbai → Chennai,Very Long (>12h),61933
Vistara,UK-927,Delhi,Morning,one,Evening,Chennai,Business,10.42,37,Delhi → Chennai,Long (6-12h),52392
Indigo,6E-847,Chennai,Evening,one,Night,Hyderabad,Economy,6.67,38,Chennai → Hyderabad,Long (6-12h),2651
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Hyderabad,Economy,10.33,31,Bangalore → Hyderabad,Long (6-12h),6885
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Business,9.5,24,Mumbai → Chennai,Long (6-12h),75317
GO_FIRST,G8-426,Hyderabad,Night,one,Morning,Bangalore,Economy,10.25,44,Hyderabad → Bangalore,Long (6-12h),6256
Air_India,AI-9720,Kolkata,Early_Morning,two_or_more,Night,Chennai,Economy,15.83,43,Kolkata → Chennai,Very Long (>12h),6720
Vistara,UK-838,Chennai,Night,one,Morning,Kolkata,Economy,12.5,9,Chennai → Kolkata,Very Long (>12h),16593
Indigo,6E-6216,Hyderabad,Night,zero,Night,Chennai,Economy,1.25,19,Hyderabad → Chennai,Short (<3h),1788
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,13.33,27,Kolkata → Delhi,Very Long (>12h),10243
Air_India,AI-762,Delhi,Night,one,Evening,Mumbai,Business,21.58,13,Delhi → Mumbai,Very Long (>12h),59033
Vistara,UK-893,Bangalore,Evening,one,Evening,Delhi,Economy,24.0,9,Bangalore → Delhi,Very Long (>12h),10324
Vistara,UK-720,Kolkata,Early_Morning,zero,Morning,Delhi,Economy,2.42,9,Kolkata → Delhi,Short (<3h),8064
Indigo,6E-6219,Chennai,Morning,one,Afternoon,Delhi,Economy,4.92,21,Chennai → Delhi,Medium (3-6h),5452
Indigo,6E-6087,Kolkata,Evening,one,Late_Night,Delhi,Economy,6.83,11,Kolkata → Delhi,Long (6-12h),7954
Air_India,AI-840,Hyderabad,Night,one,Morning,Chennai,Business,12.08,22,Hyderabad → Chennai,Very Long (>12h),51595
AirAsia,I5-319,Kolkata,Afternoon,one,Night,Bangalore,Economy,6.92,2,Kolkata → Bangalore,Long (6-12h),15663
Air_India,AI-508,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,28.5,24,Hyderabad → Kolkata,Very Long (>12h),5544
Vistara,UK-866,Bangalore,Night,one,Evening,Kolkata,Business,22.25,5,Bangalore → Kolkata,Very Long (>12h),68841
AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Hyderabad,Economy,8.42,28,Delhi → Hyderabad,Long (6-12h),7056
GO_FIRST,G8-319,Mumbai,Morning,one,Night,Hyderabad,Economy,11.92,30,Mumbai → Hyderabad,Long (6-12h),3916
Air_India,AI-538,Chennai,Night,one,Morning,Mumbai,Economy,12.75,26,Chennai → Mumbai,Very Long (>12h),4357
Air_India,AI-687,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,27.33,13,Mumbai → Hyderabad,Very Long (>12h),7584
Vistara,UK-981,Delhi,Night,one,Morning,Bangalore,Economy,11.17,34,Delhi → Bangalore,Long (6-12h),4272
Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Economy,17.58,17,Chennai → Delhi,Very Long (>12h),8650
Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Business,2.5,17,Kolkata → Delhi,Short (<3h),28510
Vistara,UK-776,Kolkata,Evening,one,Morning,Bangalore,Economy,17.17,32,Kolkata → Bangalore,Very Long (>12h),6195
GO_FIRST,G8-329,Mumbai,Early_Morning,one,Night,Bangalore,Economy,15.42,41,Mumbai → Bangalore,Very Long (>12h),6319
Vistara,UK-993,Delhi,Afternoon,one,Evening,Bangalore,Economy,6.42,35,Delhi → Bangalore,Long (6-12h),4496
Vistara,UK-874,Hyderabad,Morning,one,Afternoon,Bangalore,Economy,7.5,20,Hyderabad → Bangalore,Long (6-12h),7673
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,8.58,18,Hyderabad → Mumbai,Long (6-12h),4660
Indigo,6E-2033,Delhi,Late_Night,one,Early_Morning,Mumbai,Economy,7.75,46,Delhi → Mumbai,Long (6-12h),4002
Air_India,AI-807,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.92,33,Delhi → Kolkata,Long (6-12h),7366
Vistara,UK-706,Kolkata,Morning,one,Night,Chennai,Business,10.0,41,Kolkata → Chennai,Long (6-12h),55983
SpiceJet,SG-3027,Bangalore,Early_Morning,one,Early_Morning,Mumbai,Economy,24.92,28,Bangalore → Mumbai,Very Long (>12h),3450
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Economy,8.08,2,Chennai → Bangalore,Long (6-12h),20898
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Bangalore,Economy,5.58,43,Delhi → Bangalore,Medium (3-6h),4007
Vistara,UK-963,Delhi,Morning,zero,Morning,Mumbai,Business,2.33,2,Delhi → Mumbai,Short (<3h),40296
Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.42,11,Kolkata → Delhi,Short (<3h),8589
Vistara,UK-827,Mumbai,Night,one,Morning,Delhi,Business,12.75,18,Mumbai → Delhi,Very Long (>12h),51372
SpiceJet,SG-198,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.67,40,Bangalore → Delhi,Short (<3h),4500
Vistara,UK-988,Mumbai,Night,one,Night,Chennai,Business,23.33,47,Mumbai → Chennai,Very Long (>12h),61933
SpiceJet,SG-339,Delhi,Afternoon,one,Afternoon,Mumbai,Economy,21.08,35,Delhi → Mumbai,Very Long (>12h),3977
SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,1,Delhi → Bangalore,Very Long (>12h),7425
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,10.5,20,Bangalore → Mumbai,Long (6-12h),92736
Air_India,AI-738,Bangalore,Morning,one,Evening,Mumbai,Business,5.58,15,Bangalore → Mumbai,Medium (3-6h),39623
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Chennai,Business,27.92,2,Delhi → Chennai,Very Long (>12h),50894
Air_India,AI-685,Mumbai,Early_Morning,one,Night,Bangalore,Economy,17.42,35,Mumbai → Bangalore,Very Long (>12h),5775
Vistara,UK-996,Mumbai,Evening,one,Evening,Bangalore,Business,24.33,2,Mumbai → Bangalore,Very Long (>12h),105764
Vistara,UK-706,Kolkata,Morning,one,Night,Bangalore,Business,13.08,36,Kolkata → Bangalore,Very Long (>12h),60978
GO_FIRST,G8-275,Delhi,Evening,one,Late_Night,Bangalore,Economy,7.08,11,Delhi → Bangalore,Long (6-12h),7424
Air_India,AI-507,Bangalore,Early_Morning,one,Night,Mumbai,Economy,15.08,33,Bangalore → Mumbai,Very Long (>12h),5761
Air_India,AI-430,Chennai,Morning,one,Night,Hyderabad,Business,13.67,37,Chennai → Hyderabad,Very Long (>12h),51345
Vistara,UK-772,Kolkata,Morning,one,Morning,Chennai,Business,25.42,23,Kolkata → Chennai,Very Long (>12h),55502
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Business,14.17,9,Delhi → Kolkata,Very Long (>12h),65529
AirAsia,I5-744,Delhi,Morning,one,Afternoon,Bangalore,Economy,6.33,4,Delhi → Bangalore,Long (6-12h),7423
Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Business,14.67,5,Delhi → Kolkata,Very Long (>12h),53209
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,11.75,27,Bangalore → Mumbai,Long (6-12h),54684
Air_India,AI-649,Mumbai,Early_Morning,one,Early_Morning,Delhi,Business,24.67,29,Mumbai → Delhi,Very Long (>12h),35520
AirAsia,I5-592,Bangalore,Evening,one,Late_Night,Delhi,Economy,8.83,26,Bangalore → Delhi,Long (6-12h),2723
Vistara,UK-821,Mumbai,Early_Morning,one,Evening,Delhi,Business,13.17,17,Mumbai → Delhi,Very Long (>12h),51372
Vistara,UK-776,Kolkata,Evening,one,Morning,Delhi,Economy,15.0,42,Kolkata → Delhi,Very Long (>12h),6461
Indigo,6E-515,Chennai,Morning,one,Evening,Delhi,Economy,7.67,4,Chennai → Delhi,Long (6-12h),7877
Vistara,UK-852,Bangalore,Morning,one,Morning,Chennai,Economy,26.33,28,Bangalore → Chennai,Very Long (>12h),4792
Air_India,AI-442,Mumbai,Afternoon,one,Early_Morning,Chennai,Economy,16.42,27,Mumbai → Chennai,Very Long (>12h),5380
Air_India,AI-573,Kolkata,Evening,one,Afternoon,Delhi,Economy,18.75,44,Kolkata → Delhi,Very Long (>12h),11260
Air_India,AI-9843,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,11,Delhi → Bangalore,Long (6-12h),11835
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Mumbai,Economy,14.75,34,Hyderabad → Mumbai,Very Long (>12h),4783
Air_India,AI-679,Mumbai,Morning,one,Evening,Delhi,Economy,9.42,28,Mumbai → Delhi,Long (6-12h),6878
Vistara,UK-928,Mumbai,Early_Morning,one,Evening,Hyderabad,Business,13.42,35,Mumbai → Hyderabad,Very Long (>12h),53645
Vistara,UK-771,Mumbai,Early_Morning,one,Night,Delhi,Economy,15.75,34,Mumbai → Delhi,Very Long (>12h),7576
Vistara,UK-819,Delhi,Afternoon,one,Night,Hyderabad,Economy,6.67,38,Delhi → Hyderabad,Long (6-12h),6076
Air_India,AI-9030,Mumbai,Early_Morning,two_or_more,Evening,Chennai,Economy,8.25,30,Mumbai → Chennai,Long (6-12h),7277
Air_India,AI-543,Hyderabad,Morning,one,Evening,Kolkata,Economy,7.83,21,Hyderabad → Kolkata,Long (6-12h),4368
Air_India,AI-629,Mumbai,Evening,one,Late_Night,Delhi,Business,8.67,44,Mumbai → Delhi,Long (6-12h),32609
Vistara,UK-846,Bangalore,Morning,one,Evening,Chennai,Business,11.42,6,Bangalore → Chennai,Long (6-12h),44280
Air_India,AI-803,Delhi,Early_Morning,one,Afternoon,Kolkata,Business,7.33,46,Delhi → Kolkata,Long (6-12h),57405
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,13.75,13,Hyderabad → Mumbai,Very Long (>12h),9178
Vistara,UK-890,Hyderabad,Evening,one,Night,Chennai,Business,29.08,49,Hyderabad → Chennai,Very Long (>12h),51707
Air_India,AI-430,Chennai,Morning,one,Morning,Mumbai,Economy,25.33,38,Chennai → Mumbai,Very Long (>12h),5617
Air_India,AI-636,Delhi,Afternoon,one,Morning,Bangalore,Economy,20.67,25,Delhi → Bangalore,Very Long (>12h),4230
Vistara,UK-657,Bangalore,Morning,two_or_more,Evening,Hyderabad,Economy,8.42,41,Bangalore → Hyderabad,Long (6-12h),7167
Vistara,UK-655,Mumbai,Morning,two_or_more,Morning,Hyderabad,Economy,22.17,19,Mumbai → Hyderabad,Very Long (>12h),6601
Air_India,AI-541,Hyderabad,Evening,one,Night,Kolkata,Economy,27.83,15,Hyderabad → Kolkata,Very Long (>12h),12197
GO_FIRST,G8-626,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.67,17,Kolkata → Bangalore,Long (6-12h),6267
Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Economy,2.17,39,Delhi → Hyderabad,Short (<3h),2098
GO_FIRST,G8-306,Mumbai,Morning,one,Evening,Delhi,Economy,9.33,34,Mumbai → Delhi,Long (6-12h),5982
Vistara,UK-945,Delhi,Morning,one,Evening,Bangalore,Economy,7.58,42,Delhi → Bangalore,Long (6-12h),4496
Vistara,UK-818,Bangalore,Evening,zero,Night,Delhi,Business,2.75,4,Bangalore → Delhi,Short (<3h),32923
Vistara,UK-705,Delhi,Early_Morning,one,Night,Mumbai,Business,12.83,20,Delhi → Mumbai,Very Long (>12h),69113
Air_India,AI-808,Bangalore,Night,one,Morning,Chennai,Economy,11.92,37,Bangalore → Chennai,Long (6-12h),6444
Vistara,UK-829,Delhi,Early_Morning,one,Morning,Bangalore,Economy,25.33,23,Delhi → Bangalore,Very Long (>12h),3357
AirAsia,I5-722,Bangalore,Late_Night,zero,Late_Night,Delhi,Economy,2.83,39,Bangalore → Delhi,Short (<3h),4498
Indigo,6E-6491,Bangalore,Afternoon,one,Evening,Mumbai,Economy,6.17,34,Bangalore → Mumbai,Long (6-12h),3153
Vistara,UK-836,Chennai,Morning,one,Evening,Bangalore,Economy,6.25,4,Chennai → Bangalore,Long (6-12h),17013
Indigo,6E-5207,Hyderabad,Morning,zero,Morning,Mumbai,Economy,1.58,19,Hyderabad → Mumbai,Short (<3h),3096
Air_India,AI-672,Chennai,Afternoon,one,Afternoon,Delhi,Economy,25.0,35,Chennai → Delhi,Very Long (>12h),5601
Indigo,6E-7561,Kolkata,Early_Morning,two_or_more,Evening,Chennai,Economy,9.67,33,Kolkata → Chennai,Long (6-12h),4170
Vistara,UK-865,Mumbai,Evening,one,Afternoon,Delhi,Business,17.5,4,Mumbai → Delhi,Very Long (>12h),53152
Air_India,AI-526,Kolkata,Evening,one,Early_Morning,Chennai,Economy,13.0,26,Kolkata → Chennai,Very Long (>12h),3644
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Chennai,Business,16.42,11,Bangalore → Chennai,Very Long (>12h),44280
Indigo,6E-606,Chennai,Evening,zero,Evening,Kolkata,Economy,2.08,6,Chennai → Kolkata,Short (<3h),5147
Air_India,AI-888,Mumbai,Evening,one,Afternoon,Bangalore,Business,17.5,34,Mumbai → Bangalore,Very Long (>12h),54608
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Business,7.0,21,Hyderabad → Chennai,Long (6-12h),41314
SpiceJet,SG-343,Mumbai,Morning,one,Afternoon,Delhi,Economy,5.75,20,Mumbai → Delhi,Medium (3-6h),3512
Indigo,6E-6238,Delhi,Morning,zero,Morning,Chennai,Economy,2.83,20,Delhi → Chennai,Short (<3h),2343
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Chennai,Economy,7.0,27,Hyderabad → Chennai,Long (6-12h),6287
Vistara,UK-963,Delhi,Morning,one,Night,Chennai,Business,14.25,28,Delhi → Chennai,Very Long (>12h),60232
Air_India,AI-624,Delhi,Evening,zero,Night,Mumbai,Economy,2.25,30,Delhi → Mumbai,Short (<3h),2476
Air_India,AI-627,Mumbai,Early_Morning,one,Morning,Delhi,Economy,4.67,13,Mumbai → Delhi,Medium (3-6h),9828
Air_India,AI-610,Bangalore,Evening,one,Afternoon,Delhi,Economy,17.08,34,Bangalore → Delhi,Very Long (>12h),4294
Indigo,6E-5375,Mumbai,Evening,zero,Evening,Chennai,Economy,1.83,9,Mumbai → Chennai,Short (<3h),6888
Indigo,6E-2338,Delhi,Afternoon,one,Night,Mumbai,Economy,8.0,9,Delhi → Mumbai,Long (6-12h),13767
Indigo,6E-6017,Bangalore,Evening,one,Late_Night,Mumbai,Economy,6.08,13,Bangalore → Mumbai,Long (6-12h),5178
AirAsia,I5-552,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.08,16,Kolkata → Bangalore,Long (6-12h),5792
Vistara,UK-928,Mumbai,Early_Morning,one,Night,Bangalore,Economy,16.17,35,Mumbai → Bangalore,Very Long (>12h),6450
Air_India,AI-9501,Bangalore,Early_Morning,one,Night,Delhi,Economy,15.0,12,Bangalore → Delhi,Very Long (>12h),10892
Indigo,6E-967,Delhi,Evening,zero,Evening,Hyderabad,Economy,2.25,39,Delhi → Hyderabad,Short (<3h),4695
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.67,40,Bangalore → Mumbai,Long (6-12h),6568
Vistara,UK-870,Hyderabad,Night,one,Evening,Kolkata,Economy,21.5,33,Hyderabad → Kolkata,Very Long (>12h),5960
Air_India,AI-401,Delhi,Early_Morning,one,Night,Mumbai,Economy,13.25,25,Delhi → Mumbai,Very Long (>12h),5810
Indigo,6E-7227,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.67,1,Bangalore → Mumbai,Long (6-12h),10659
Air_India,AI-625,Mumbai,Morning,one,Night,Bangalore,Business,13.58,26,Mumbai → Bangalore,Very Long (>12h),44571
Vistara,UK-897,Bangalore,Early_Morning,two_or_more,Evening,Chennai,Economy,8.42,11,Bangalore → Chennai,Long (6-12h),15804
SpiceJet,SG-2697,Mumbai,Night,one,Night,Delhi,Economy,25.92,39,Mumbai → Delhi,Very Long (>12h),5833
Air_India,AI-672,Chennai,Afternoon,one,Evening,Delhi,Business,27.33,4,Chennai → Delhi,Very Long (>12h),45185
Vistara,UK-986,Mumbai,Night,one,Evening,Kolkata,Business,19.33,43,Mumbai → Kolkata,Very Long (>12h),57677
Indigo,6E-135,Kolkata,Morning,one,Night,Mumbai,Economy,9.75,19,Kolkata → Mumbai,Long (6-12h),7959
Indigo,6E-6798,Bangalore,Afternoon,one,Evening,Kolkata,Economy,6.58,6,Bangalore → Kolkata,Long (6-12h),14796
Vistara,UK-890,Hyderabad,Evening,one,Night,Bangalore,Business,5.67,14,Hyderabad → Bangalore,Medium (3-6h),56702
Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,41,Delhi → Kolkata,Short (<3h),3999
Indigo,6E-6344,Kolkata,Afternoon,one,Night,Delhi,Economy,5.67,19,Kolkata → Delhi,Medium (3-6h),6489
Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Economy,26.42,22,Chennai → Kolkata,Very Long (>12h),11803
Vistara,UK-866,Bangalore,Night,one,Morning,Delhi,Economy,12.0,43,Bangalore → Delhi,Long (6-12h),4796
Indigo,6E-199,Hyderabad,Early_Morning,zero,Early_Morning,Mumbai,Economy,1.5,9,Hyderabad → Mumbai,Short (<3h),4453
Vistara,UK-993,Delhi,Afternoon,zero,Afternoon,Mumbai,Economy,2.17,7,Delhi → Mumbai,Short (<3h),5955
Air_India,AI-539,Chennai,Evening,one,Morning,Kolkata,Business,16.0,6,Chennai → Kolkata,Very Long (>12h),84374
GO_FIRST,G8-575,Mumbai,Early_Morning,one,Morning,Hyderabad,Economy,4.92,31,Mumbai → Hyderabad,Medium (3-6h),3574
Vistara,UK-820,Bangalore,Evening,one,Early_Morning,Mumbai,Economy,14.08,26,Bangalore → Mumbai,Very Long (>12h),6568
Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Chennai,Economy,12.0,35,Kolkata → Chennai,Long (6-12h),5390
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.17,12,Bangalore → Kolkata,Long (6-12h),51817
Vistara,UK-910,Mumbai,Evening,zero,Evening,Delhi,Economy,2.17,6,Mumbai → Delhi,Short (<3h),5943
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Business,10.92,15,Hyderabad → Mumbai,Long (6-12h),60555
Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Economy,8.33,31,Bangalore → Kolkata,Long (6-12h),8112
Air_India,AI-538,Chennai,Night,one,Morning,Hyderabad,Business,15.58,43,Chennai → Hyderabad,Very Long (>12h),51345
Indigo,6E-6326,Bangalore,Morning,one,Night,Hyderabad,Economy,9.58,5,Bangalore → Hyderabad,Long (6-12h),8171
Air_India,AI-573,Kolkata,Evening,one,Early_Morning,Hyderabad,Economy,13.58,25,Kolkata → Hyderabad,Very Long (>12h),9470
SpiceJet,SG-251,Mumbai,Evening,one,Morning,Kolkata,Economy,13.25,28,Mumbai → Kolkata,Very Long (>12h),5915
Air_India,AI-748,Bangalore,Late_Night,one,Evening,Mumbai,Economy,15.17,36,Bangalore → Mumbai,Very Long (>12h),5850
Vistara,UK-876,Hyderabad,Night,one,Morning,Delhi,Economy,13.42,21,Hyderabad → Delhi,Very Long (>12h),6292
